         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7620    0.003    0.000    0.003    0.000 indexing.py:100(iloc)
     6301    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
     8418    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
      171    0.003    0.000    0.085    0.000 managers.py:1132(insert)
       27    0.003    0.000    0.015    0.001 __init__.py:909(_rc_params_in_file)
6100/6098    0.003    0.000    0.062    0.000 __init__.py:811(__getitem__)
    33744    0.003    0.000    0.003    0.000 {pandas._libs.missing.isneginf_scalar}
     4271    0.003    0.000    0.020    0.000 {built-in method builtins.any}
     2829    0.003    0.000    0.010    0.000 worksheet.py:5682(_write_row)
    35729    0.003    0.000    0.003    0.000 {built-in method math.isinf}
      866    0.003    0.000    0.005    0.000 functools.py:44(update_wrapper)
    28644    0.003    0.000    0.003    0.000 {method 'lstrip' of 'str' objects}
      686    0.003    0.000    0.133    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
     7956    0.003    0.000    0.004    0.000 managers.py:647(is_consolidated)
      663    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
    15482    0.003    0.000    0.003    0.000 series.py:381(_constructor)
       94    0.003    0.000    0.025    0.000 managers.py:1267(_slice_take_blocks_ax0)
       83    0.003    0.000    0.020    0.000 managers.py:978(idelete)
     1489    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
      504    0.003    0.000    0.080    0.000 missing.py:193(_isna_ndarraylike)
       26    0.003    0.000    0.111    0.004 parsers.py:3246(_get_lines)
     1008    0.003    0.000    0.003    0.000 numerictypes.py:578(_can_coerce_all)
5604/4851    0.003    0.000    0.004    0.000 artist.py:219(stale)
      571    0.003    0.000    0.006    0.000 colors.py:185(_to_rgba_no_colorcycle)
    664/7    0.003    0.000    0.816    0.117 <frozen importlib._bootstrap>:651(_load_unlocked)
     8193    0.002    0.000    0.003    0.000 fromnumeric.py:3037(ndim)
       12    0.002    0.000    0.027    0.002 artist.py:1277(_get_setters_and_targets)
     1995    0.002    0.000    0.004    0.000 inspect.py:2452(__init__)
     4326    0.002    0.000    0.004    0.000 numerictypes.py:293(issubclass_)
     7530    0.002    0.000    0.003    0.000 indexers.py:68(is_scalar_indexer)
      441    0.002    0.000    0.031    0.000 textwrap.py:414(dedent)
     2486    0.002    0.000    0.002    0.000 {method 'expandtabs' of 'str' objects}
       88    0.002    0.000    0.004    0.000 concat.py:87(_get_mgr_concatenation_plan)
     7530    0.002    0.000    0.004    0.000 indexing.py:2243(is_nested_tuple)
   711/33    0.002    0.000    0.835    0.025 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
     1155    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
      110    0.002    0.000    0.004    0.000 function_base.py:4218(delete)
 1754/908    0.002    0.000    0.003    0.000 sre_parse.py:173(getwidth)
       44    0.002    0.000    0.097    0.002 concat.py:31(concatenate_block_managers)
     1489    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
    11323    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
     4133    0.002    0.000    0.004    0.000 common.py:422(is_timedelta64_dtype)
      254    0.002    0.000    0.003    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      260    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
       29    0.002    0.000    0.002    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     5440    0.002    0.000    0.002    0.000 re.py:324(_subx)
     2096    0.002    0.000    0.002    0.000 _internal.py:830(npy_ctypes_check)
      260    0.002    0.000    0.035    0.000 typing.py:1099(__getitem__)
    10868    0.002    0.000    0.002    0.000 {pandas._libs.algos.ensure_object}
     1124    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      685    0.002    0.000    0.003    0.000 inspect.py:2732(__init__)
     1636    0.002    0.000    0.002    0.000 {built-in method numpy.arange}
     2163    0.002    0.000    0.006    0.000 numerictypes.py:365(issubdtype)
       10    0.002    0.000    1.684    0.168 jst_lib.py:11(read_jst)
     2710    0.002    0.000    0.005    0.000 common.py:1296(is_float_dtype)
      407    0.002    0.000    0.021    0.000 concat.py:204(is_na)
     5898    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
       14    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedWriter' objects}
    12550    0.002    0.000    0.002    0.000 jst_lib.py:75(<lambda>)
     5017    0.002    0.000    0.005    0.000 enum.py:267(__call__)
       99    0.002    0.000    0.015    0.000 lines.py:273(__init__)
    10040    0.002    0.000    0.002    0.000 jst_lib.py:65(<lambda>)
     6564    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       90    0.002    0.000    0.026    0.000 text.py:270(_get_layout)
    13289    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
     1287    0.002    0.000    0.002    0.000 _weakrefset.py:36(__init__)
     1195    0.002    0.000    0.004    0.000 typing.py:354(_type_check)
      377    0.002    0.000    0.003    0.000 concat.py:185(needs_filling)
     1529    0.002    0.000    0.010    0.000 colors.py:149(to_rgba)
      839    0.002    0.000    0.006    0.000 fromnumeric.py:73(_wrapreduction)
      848    0.002    0.000    0.004    0.000 _ufunc_config.py:39(seterr)
        1    0.002    0.002    0.002    0.002 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      307    0.002    0.000    0.019    0.000 zipfile.py:929(_read1)
      326    0.002    0.000    0.162    0.000 parsers.py:1843(_infer_types)
    562/7    0.002    0.000    0.816    0.117 <frozen importlib._bootstrap_external>:672(exec_module)
       15    0.002    0.000    0.002    0.000 {built-in method nt.open}
      469    0.002    0.000    0.003    0.000 _asarray.py:223(require)
     2246    0.002    0.000    0.032    0.000 inspect.py:595(getdoc)
      543    0.002    0.000    0.009    0.000 base.py:4190(equals)
      643    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
    10735    0.002    0.000    0.003    0.000 mathtext.py:2839(<genexpr>)
1862/1699    0.002    0.000    0.057    0.000 typing.py:676(inner)
     5010    0.002    0.000    0.002    0.000 enum.py:517(__new__)
       14    0.002    0.000    0.002    0.000 {built-in method nt.remove}
     1792    0.002    0.000    0.018    0.000 __init__.py:775(__setitem__)
 3368/692    0.002    0.000    0.011    0.000 typing.py:1145(__subclasscheck__)
      642    0.002    0.000    0.014    0.000 inspect.py:2183(_signature_from_callable)
       26    0.002    0.000    0.165    0.006 parsers.py:1768(_convert_to_ndarrays)
     1379    0.002    0.000    0.004    0.000 enum.py:803(__and__)
     3584    0.002    0.000    0.002    0.000 common.py:905(is_datetime64_any_dtype)
      264    0.002    0.000    0.002    0.000 artist.py:74(__init__)
        1    0.002    0.002    0.007    0.007 font_manager.py:1240(_findfont_cached)
       10    0.002    0.000    1.399    0.140 xlsx.py:784(open_workbook_2007_xml)
      866    0.002    0.000    0.004    0.000 {built-in method builtins.sorted}
     4822    0.002    0.000    0.002    0.000 jst_lib.py:28(<lambda>)
     2882    0.002    0.000    0.005    0.000 xmlwriter.py:70(_xml_end_tag)
      589    0.002    0.000    0.003    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.002    0.002    0.002    0.002 backend_agg.py:80(__init__)
      774    0.002    0.000    0.002    0.000 transforms.py:164(set_children)
       26    0.002    0.000    0.448    0.017 parsers.py:1184(read)
     4096    0.001    0.000    0.002    0.000 sre_parse.py:163(__getitem__)
     1325    0.001    0.000    0.002    0.000 {method 'extend' of 'list' objects}
       27    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
     8193    0.001    0.000    0.001    0.000 fromnumeric.py:3033(_ndim_dispatcher)
      270    0.001    0.000    0.001    0.000 {pandas._libs.ops.maybe_convert_bool}
       24    0.001    0.000    0.001    0.000 {pandas._libs.join.left_outer_join}
       58    0.001    0.000    0.002    0.000 {method 'factorize' of 'pandas._libs.hashtable.Int64Factorizer' objects}
      126    0.001    0.000    0.004    0.000 function_base.py:4429(insert)
     2413    0.001    0.000    0.001    0.000 transforms.py:82(__init__)
      258    0.001    0.000    0.002    0.000 sre_compile.py:250(_optimize_charset)
     3447    0.001    0.000    0.006    0.000 typing.py:646(<genexpr>)
      271    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
     2262    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      848    0.001    0.000    0.001    0.000 _ufunc_config.py:139(geterr)
        2    0.001    0.001    0.001    0.001 {method 'close' of 'mmap.mmap' objects}
      254    0.001    0.000    0.033    0.000 base.py:2951(get_indexer)
2640/2614    0.001    0.000    0.027    0.000 {built-in method builtins.all}
      241    0.001    0.000    0.016    0.000 typing.py:732(__new__)
     2703    0.001    0.000    0.117    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
      261    0.001    0.000    0.002    0.000 base.py:1640(is_unique)
     3239    0.001    0.000    0.003    0.000 {method 'decode' of 'bytes' objects}
  445/243    0.001    0.000    0.005    0.000 transforms.py:2395(get_affine)
     5444    0.001    0.000    0.003    0.000 xmlwriter.py:196(_escape_data)
       73    0.001    0.000    0.010    0.000 merge.py:1871(_factorize_keys)
      610    0.001    0.000    0.009    0.000 base.py:5718(_maybe_cast_data_without_dtype)
      499    0.001    0.000    0.005    0.000 managers.py:122(__init__)
     4839    0.001    0.000    0.003    0.000 sre_parse.py:253(get)
       79    0.001    0.000    0.002    0.000 indexers.py:210(maybe_convert_indices)
    10040    0.001    0.000    0.001    0.000 jst_lib.py:60(<lambda>)
  457/202    0.001    0.000    0.018    0.000 sre_parse.py:407(_parse_sub)
    10040    0.001    0.000    0.001    0.000 jst_lib.py:59(<lambda>)
      372    0.001    0.000    0.007    0.000 artist.py:942(update)
      377    0.001    0.000    0.027    0.000 concat.py:233(get_reindexed_values)
      966    0.001    0.000    0.002    0.000 ntpath.py:122(splitdrive)
        1    0.001    0.001    0.071    0.071 sharedstrings.py:80(_write_sst_strings)
       59    0.001    0.000    0.025    0.000 text.py:655(draw)
      663    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
      562    0.001    0.000    0.085    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
      254    0.001    0.000    0.013    0.000 managers.py:1972(_fast_count_smallints)
       86    0.001    0.000    0.240    0.003 series.py:4071(apply)
      630    0.001    0.000    0.001    0.000 jst_lib.py:225(<lambda>)
      408    0.001    0.000    0.023    0.000 artist.py:1241(get_valid_values)
     1134    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
        1    0.001    0.001    0.001    0.001 {built-in method drawImage}
      175    0.001    0.000    0.003    0.000 transforms.py:1914(rotate)
      463    0.001    0.000    0.003    0.000 transforms.py:726(__init__)
    10040    0.001    0.000    0.001    0.000 jst_lib.py:61(<lambda>)
  770/495    0.001    0.000    0.005    0.000 typing.py:580(_subs_tree)
      393    0.001    0.000    0.004    0.000 abc.py:135(<setcomp>)
    12271    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_bool}
      642    0.001    0.000    0.003    0.000 blocks.py:176(_consolidate_key)
  663/659    0.001    0.000    0.088    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      612    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
      347    0.001    0.000    0.051    0.000 concat.py:306(_concatenate_join_units)
        4    0.001    0.000    0.004    0.001 decoder.py:345(raw_decode)
       40    0.001    0.000    0.001    0.000 {built-in method _operator.add}
       63    0.001    0.000    0.002    0.000 {pandas._libs.lib.maybe_convert_objects}
     8206    0.001    0.000    0.001    0.000 base.py:1372(nlevels)
       14    0.001    0.000    0.001    0.000 {built-in method nt.utime}
      377    0.001    0.000    0.020    0.000 zipfile.py:849(read)
       60    0.001    0.000    0.003    0.000 function_base.py:26(linspace)
     4559    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      260    0.001    0.000    0.001    0.000 typing.py:896(_no_slots_copy)
     1428    0.001    0.000    0.003    0.000 common.py:750(is_signed_integer_dtype)
     2431    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      828    0.001    0.000    0.002    0.000 __init__.py:2041(_setattr_cm)
     7884    0.001    0.000    0.001    0.000 shape_base.py:79(_atleast_2d_dispatcher)
       36    0.001    0.000    0.002    0.000 ops.py:591(_aggregate)
     7630    0.001    0.000    0.001    0.000 numeric.py:237(inferred_type)
      232    0.001    0.000    0.033    0.000 blocks.py:1233(take_nd)
       79    0.001    0.000    0.051    0.001 managers.py:1394(take)
      312    0.001    0.000    0.001    0.000 typing.py:852(_next_in_mro)
      373    0.001    0.000    0.001    0.000 font_manager.py:1119(score_stretch)
      302    0.001    0.000    0.002    0.000 cast.py:1559(construct_1d_object_array_from_listlike)
       74    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
       26    0.001    0.000    0.029    0.001 managers.py:1682(form_blocks)
  888/667    0.001    0.000    0.001    0.000 transforms.py:137(_invalidate_internal)
       64    0.001    0.000    0.008    0.000 colors.py:729(from_list)
     1078    0.001    0.000    0.011    0.000 <__array_function__ internals>:2(concatenate)
      504    0.001    0.000    0.005    0.000 numerictypes.py:602(find_common_type)
     1402    0.001    0.000    0.002    0.000 transforms.py:1683(__init__)
        8    0.001    0.000    0.001    0.000 {built-in method gc.collect}
      734    0.001    0.000    0.003    0.000 cast.py:597(_ensure_dtype_type)
      240    0.001    0.000    0.019    0.000 typing.py:790(__getitem__)
      375    0.001    0.000    0.002    0.000 font_manager.py:660(__hash__)
1538/1026    0.001    0.000    0.004    0.000 typing.py:553(_replace_arg)
        1    0.001    0.001    0.001    0.001 {built-in method eraseRect}
     1207    0.001    0.000    0.002    0.000 _weakrefset.py:58(__iter__)
     7530    0.001    0.000    0.001    0.000 blocks.py:2429(_can_hold_element)
     7530    0.001    0.000    0.001    0.000 indexing.py:922(_has_valid_setitem_indexer)
     6352    0.001    0.000    0.001    0.000 xlsx.py:136(unescape)
